Date,Ticker,ClosePrice
2/7/2018,SPY,250.621124
2/8/2018,SPY,241.220596
2/9/2018,SPY,244.844055
2/12/2018,SPY,248.439484
2/13/2018,SPY,249.057465
2/14/2018,SPY,252.418777
2/15/2018,SPY,255.639725
2/16/2018,SPY,255.714569
2/20/2018,SPY,254.11348
2/21/2018,SPY,252.849487
2/22/2018,SPY,253.1772
2/23/2018,SPY,257.212646
2/26/2018,SPY,260.199554
2/27/2018,SPY,256.950531
2/28/2018,SPY,254.347595
3/1/2018,SPY,250.649261
3/2/2018,SPY,251.941299
3/5/2018,SPY,254.853271
3/6/2018,SPY,255.499207
3/7/2018,SPY,255.405609
3/8/2018,SPY,256.641602
3/9/2018,SPY,261.107666
3/12/2018,SPY,260.780121
3/13/2018,SPY,259.094574
3/14/2018,SPY,257.765106
3/15/2018,SPY,257.484161
3/16/2018,SPY,257.763489
3/19/2018,SPY,254.275818
3/20/2018,SPY,254.708252
3/21/2018,SPY,254.219437
3/22/2018,SPY,247.864624
3/23/2018,SPY,242.581497
3/26/2018,SPY,249.218277
3/27/2018,SPY,244.978668
3/28/2018,SPY,244.254791
3/29/2018,SPY,247.375778
4/2/2018,SPY,242.036285
4/3/2018,SPY,245.138443
4/4/2018,SPY,247.761261
4/5/2018,SPY,249.716522
4/6/2018,SPY,244.151382
4/9/2018,SPY,245.35466
4/10/2018,SPY,249.255875
4/11/2018,SPY,247.949249
4/12/2018,SPY,249.989151
4/13/2018,SPY,249.255875
4/16/2018,SPY,251.305206
4/17/2018,SPY,253.993774
4/18/2018,SPY,254.181839
4/19/2018,SPY,252.771713
4/20/2018,SPY,250.628403
4/23/2018,SPY,250.590805
4/24/2018,SPY,247.215973
4/25/2018,SPY,247.827042
4/26/2018,SPY,250.346405
4/27/2018,SPY,250.58136
4/30/2018,SPY,248.654282
5/1/2018,SPY,249.096115
5/2/2018,SPY,247.422791
5/3/2018,SPY,246.877563
5/4/2018,SPY,250.073792
5/7/2018,SPY,250.9198
5/8/2018,SPY,250.9198
5/9/2018,SPY,253.345139
5/10/2018,SPY,255.714096
5/11/2018,SPY,256.494324
5/14/2018,SPY,256.616577
5/15/2018,SPY,254.849258
5/16/2018,SPY,255.920837
5/17/2018,SPY,255.704651
5/18/2018,SPY,255.065491
5/21/2018,SPY,256.983185
5/22/2018,SPY,256.268646
5/23/2018,SPY,256.973724
5/24/2018,SPY,256.447357
5/25/2018,SPY,255.836349
5/29/2018,SPY,252.89389
5/30/2018,SPY,256.268646
5/31/2018,SPY,254.698837
6/1/2018,SPY,257.199371
6/4/2018,SPY,258.421509
6/5/2018,SPY,258.609467
6/6/2018,SPY,260.771606
6/7/2018,SPY,260.743408
6/8/2018,SPY,261.514252
6/11/2018,SPY,261.862091
6/12/2018,SPY,262.2005
6/13/2018,SPY,261.3638
6/14/2018,SPY,262.021851
6/15/2018,SPY,261.687653
6/18/2018,SPY,261.149384
6/19/2018,SPY,260.148438
6/20/2018,SPY,260.592285
6/21/2018,SPY,258.958649
6/22/2018,SPY,259.430817
6/25/2018,SPY,255.899185
6/26/2018,SPY,256.465759
6/27/2018,SPY,254.341141
6/28/2018,SPY,255.795319
6/29/2018,SPY,256.163574
7/2/2018,SPY,256.711243
7/3/2018,SPY,255.804672
7/5/2018,SPY,257.891602
7/6/2018,SPY,260.072876
7/9/2018,SPY,262.414703
7/10/2018,SPY,263.358948
7/11/2018,SPY,261.432709
7/12/2018,SPY,263.802765
7/13/2018,SPY,264.010559
7/16/2018,SPY,263.774445
7/17/2018,SPY,264.841522
7/18/2018,SPY,265.398621
7/19/2018,SPY,264.397675
7/20/2018,SPY,264.09552
7/23/2018,SPY,264.586517
7/24/2018,SPY,265.917938
7/25/2018,SPY,268.184235
7/26/2018,SPY,267.551575
7/27/2018,SPY,265.738556
7/30/2018,SPY,264.350555
7/31/2018,SPY,265.653595
8/1/2018,SPY,265.209778
8/2/2018,SPY,266.654572
8/3/2018,SPY,267.797089
8/6/2018,SPY,268.779114
8/7/2018,SPY,269.666748
8/8/2018,SPY,269.553406
8/9/2018,SPY,269.185181
8/10/2018,SPY,267.381653
8/13/2018,SPY,266.380707
8/14/2018,SPY,268.080383
8/15/2018,SPY,266.078522
8/16/2018,SPY,268.231445
8/17/2018,SPY,269.175751
8/20/2018,SPY,269.75174
8/21/2018,SPY,270.384369
8/22/2018,SPY,270.223938
8/23/2018,SPY,269.865051
8/24/2018,SPY,271.489227
8/27/2018,SPY,273.632751
8/28/2018,SPY,273.764923
8/29/2018,SPY,275.237976
8/30/2018,SPY,274.123779
8/31/2018,SPY,274.133179
9/4/2018,SPY,273.661011
9/5/2018,SPY,272.9245
9/6/2018,SPY,272.102997
9/7/2018,SPY,271.574188
9/10/2018,SPY,272.046356
9/11/2018,SPY,272.94339
9/12/2018,SPY,273.00946
9/13/2018,SPY,274.624146
9/14/2018,SPY,274.671417
9/17/2018,SPY,273.217194
9/18/2018,SPY,274.699707
9/19/2018,SPY,274.992493
9/20/2018,SPY,277.220917
9/21/2018,SPY,276.967712
9/24/2018,SPY,276.047577
9/25/2018,SPY,275.791534
9/26/2018,SPY,274.966278
9/27/2018,SPY,275.734619
9/28/2018,SPY,275.763062
10/1/2018,SPY,276.721069
10/2/2018,SPY,276.559784
10/3/2018,SPY,276.711578
10/4/2018,SPY,274.54892
10/5/2018,SPY,273.012207
10/8/2018,SPY,273.012207
10/9/2018,SPY,272.6138
10/10/2018,SPY,263.981995
10/11/2018,SPY,258.167419
10/12/2018,SPY,261.75293
10/15/2018,SPY,260.282684
10/16/2018,SPY,265.973999
10/17/2018,SPY,266.021454
10/18/2018,SPY,262.179779
10/19/2018,SPY,262.037506
10/22/2018,SPY,260.861298
10/23/2018,SPY,259.533264
10/24/2018,SPY,251.669785
10/25/2018,SPY,256.184906
10/26/2018,SPY,251.679306
10/29/2018,SPY,250.284943
10/30/2018,SPY,253.993774
10/31/2018,SPY,256.706573
11/1/2018,SPY,259.438446
11/2/2018,SPY,257.901825
11/5/2018,SPY,259.324646
11/6/2018,SPY,260.965668
11/7/2018,SPY,266.552612
11/8/2018,SPY,266.068848
11/9/2018,SPY,263.469757
11/12/2018,SPY,258.546814
11/13/2018,SPY,258.06308
11/14/2018,SPY,256.298767
11/15/2018,SPY,258.973694
11/16/2018,SPY,259.647186
11/19/2018,SPY,255.255341
11/20/2018,SPY,250.53154
11/21/2018,SPY,251.385223
11/23/2018,SPY,249.706314
11/26/2018,SPY,253.737686
11/27/2018,SPY,254.59137
11/28/2018,SPY,260.453339
11/29/2018,SPY,259.884247
11/30/2018,SPY,261.468353
12/3/2018,SPY,264.930573
12/4/2018,SPY,256.346161
12/6/2018,SPY,255.957245
12/7/2018,SPY,250.009872
12/10/2018,SPY,250.484131
12/11/2018,SPY,250.541046
12/12/2018,SPY,251.802612
12/13/2018,SPY,251.717209
12/14/2018,SPY,247.069336
12/17/2018,SPY,242.222244
12/18/2018,SPY,241.956619
12/19/2018,SPY,238.333191
12/20/2018,SPY,234.453598
12/21/2018,SPY,229.649734
12/24/2018,SPY,223.581741
12/26/2018,SPY,234.878143
12/27/2018,SPY,236.681396
12/28/2018,SPY,236.376083
12/31/2018,SPY,238.446472
1/2/2019,SPY,238.69455
1/3/2019,SPY,232.998627
1/4/2019,SPY,240.80307
1/7/2019,SPY,242.701706
1/8/2019,SPY,244.981995
1/9/2019,SPY,246.126923
1/10/2019,SPY,246.995132
1/11/2019,SPY,247.09053
1/14/2019,SPY,245.583069
1/15/2019,SPY,248.397614
1/16/2019,SPY,248.998703
1/17/2019,SPY,250.887833
1/18/2019,SPY,254.227158
1/22/2019,SPY,250.792389
1/23/2019,SPY,251.317139
1/24/2019,SPY,251.450714
1/25/2019,SPY,253.578369
1/28/2019,SPY,251.651154
1/29/2019,SPY,251.317139
1/30/2019,SPY,255.2957
1/31/2019,SPY,257.537811
2/1/2019,SPY,257.661865
2/4/2019,SPY,259.474579
2/5/2019,SPY,260.562286
2/6/2019,SPY,260.218842
2/7/2019,SPY,257.738159
2/8/2019,SPY,258.05307
2/11/2019,SPY,258.196136
2/12/2019,SPY,261.516418
2/13/2019,SPY,262.36557
2/14/2019,SPY,261.783508
2/15/2019,SPY,264.636292
2/19/2019,SPY,265.094208
2/20/2019,SPY,265.628571
2/21/2019,SPY,264.68399
2/22/2019,SPY,266.325073
2/25/2019,SPY,266.687561
2/26/2019,SPY,266.496765
2/27/2019,SPY,266.382202
2/28/2019,SPY,265.886108
3/1/2019,SPY,267.546234
3/4/2019,SPY,266.573059
3/5/2019,SPY,266.21048
3/6/2019,SPY,264.598114
3/7/2019,SPY,262.384644
3/8/2019,SPY,261.859833
3/11/2019,SPY,265.657135
3/12/2019,SPY,266.658936
3/13/2019,SPY,268.423981
3/14/2019,SPY,268.252258
3/15/2019,SPY,269.577606
3/18/2019,SPY,270.555023
3/19/2019,SPY,270.622162
3/20/2019,SPY,269.807526
3/21/2019,SPY,272.854919
3/22/2019,SPY,267.603516
3/25/2019,SPY,267.402283
3/26/2019,SPY,269.395538
3/27/2019,SPY,267.986847
3/28/2019,SPY,269.002563
3/29/2019,SPY,270.698792
4/1/2019,SPY,273.909058
4/2/2019,SPY,274.043243
4/3/2019,SPY,274.474487
4/4/2019,SPY,275.20282
4/5/2019,SPY,276.534821
4/8/2019,SPY,276.745667
4/9/2019,SPY,275.327332
4/10/2019,SPY,276.266479
4/11/2019,SPY,276.18985
4/12/2019,SPY,278.058502
4/15/2019,SPY,277.876434
4/16/2019,SPY,278.058502
4/17/2019,SPY,277.378143
4/18/2019,SPY,277.924347
4/22/2019,SPY,278.16394
4/23/2019,SPY,280.665039
4/24/2019,SPY,280.042175
4/25/2019,SPY,279.86969
4/26/2019,SPY,281.172974
4/29/2019,SPY,281.61377
4/30/2019,SPY,281.757507
5/1/2019,SPY,279.639709
5/2/2019,SPY,279.03595
5/3/2019,SPY,281.76712
5/6/2019,SPY,280.607605
5/7/2019,SPY,275.921509
5/8/2019,SPY,275.538177
5/9/2019,SPY,274.704498
5/10/2019,SPY,276.084442
5/13/2019,SPY,269.146332
5/14/2019,SPY,271.580444
5/15/2019,SPY,273.171234
5/16/2019,SPY,275.70105
5/17/2019,SPY,273.91864
5/20/2019,SPY,272.107483
5/21/2019,SPY,274.560699
5/22/2019,SPY,273.717407
5/23/2019,SPY,270.372955
5/24/2019,SPY,270.986298
5/28/2019,SPY,268.465973
5/29/2019,SPY,266.664337
5/30/2019,SPY,267.392731
5/31/2019,SPY,263.78949
6/3/2019,SPY,263.118683
6/4/2019,SPY,268.830139
6/5/2019,SPY,271.158722
6/6/2019,SPY,272.922058
6/7/2019,SPY,275.653198
6/10/2019,SPY,276.918121
6/11/2019,SPY,276.851013
6/12/2019,SPY,276.362305
6/13/2019,SPY,277.502655
6/14/2019,SPY,277.196045
6/17/2019,SPY,277.301422
6/18/2019,SPY,280.205109
6/19/2019,SPY,280.837585
6/20/2019,SPY,283.520782
6/21/2019,SPY,283.108643
6/24/2019,SPY,282.761993
6/25/2019,SPY,279.988678
6/26/2019,SPY,279.709442
6/27/2019,SPY,280.701263
6/28/2019,SPY,282.145691
7/1/2019,SPY,284.707123
7/2/2019,SPY,285.448578
7/3/2019,SPY,287.730774
7/5/2019,SPY,287.403381
7/8/2019,SPY,285.824188
7/9/2019,SPY,286.18045
7/10/2019,SPY,287.547882
7/11/2019,SPY,288.221924
7/12/2019,SPY,289.512268
7/15/2019,SPY,289.608612
7/16/2019,SPY,288.674469
7/17/2019,SPY,286.710052
7/18/2019,SPY,287.759705
7/19/2019,SPY,286.161194
7/22/2019,SPY,286.864136
7/23/2019,SPY,288.915222
7/24/2019,SPY,290.27301
7/25/2019,SPY,288.886322
7/26/2019,SPY,290.821899
7/29/2019,SPY,290.292297
7/30/2019,SPY,289.579681
7/31/2019,SPY,286.41153
8/1/2019,SPY,283.917511
8/2/2019,SPY,281.779755
8/5/2019,SPY,273.305817
8/6/2019,SPY,277.138306
8/7/2019,SPY,277.302032
8/8/2019,SPY,282.742737
8/9/2019,SPY,280.816803
8/12/2019,SPY,277.398315
8/13/2019,SPY,281.712341
8/14/2019,SPY,273.382751
8/15/2019,SPY,274.10498
8/16/2019,SPY,278.149475
8/19/2019,SPY,281.500488
8/20/2019,SPY,279.343445
8/21/2019,SPY,281.616058
8/22/2019,SPY,281.529358
8/23/2019,SPY,274.297577
8/26/2019,SPY,277.330933
8/27/2019,SPY,276.242737
8/28/2019,SPY,278.187958
8/29/2019,SPY,281.741211
8/30/2019,SPY,281.616058
9/3/2019,SPY,279.969391
9/4/2019,SPY,283.147186
9/5/2019,SPY,286.78714
9/6/2019,SPY,287.008606
9/9/2019,SPY,287.153046
9/10/2019,SPY,287.085632
9/11/2019,SPY,289.127075
9/12/2019,SPY,290.128601
9/13/2019,SPY,289.936005
9/16/2019,SPY,289.040436
9/17/2019,SPY,289.772308
9/18/2019,SPY,289.945618
9/19/2019,SPY,289.926361
9/20/2019,SPY,288.556488
9/23/2019,SPY,288.48877
9/24/2019,SPY,286.225067
9/25/2019,SPY,287.91803
9/26/2019,SPY,287.318237
9/27/2019,SPY,285.770355
9/30/2019,SPY,287.095764
10/1/2019,SPY,283.680817
10/2/2019,SPY,278.669647
10/3/2019,SPY,280.952728
10/4/2019,SPY,284.754608
10/7/2019,SPY,283.526031
10/8/2019,SPY,279.124329
10/9/2019,SPY,281.774994
10/10/2019,SPY,283.680817
10/11/2019,SPY,286.621704
10/14/2019,SPY,286.30246
10/15/2019,SPY,289.136932
10/16/2019,SPY,288.672607
10/17/2019,SPY,289.523895
10/18/2019,SPY,288.256592
10/21/2019,SPY,290.210754
10/22/2019,SPY,289.262695
10/23/2019,SPY,290.10434
10/24/2019,SPY,290.578369
10/25/2019,SPY,291.768311
10/28/2019,SPY,293.412842
10/29/2019,SPY,293.325806
10/30/2019,SPY,294.225525
10/31/2019,SPY,293.441864
11/1/2019,SPY,296.160278
11/4/2019,SPY,297.350189
11/5/2019,SPY,297.021271
11/6/2019,SPY,297.088989
11/7/2019,SPY,298.133759
11/8/2019,SPY,298.869049
11/11/2019,SPY,298.298218
11/12/2019,SPY,298.927063
11/13/2019,SPY,299.023804
11/14/2019,SPY,299.459137
11/15/2019,SPY,301.626099
11/18/2019,SPY,301.848602
11/19/2019,SPY,301.761505
11/20/2019,SPY,300.639343
11/21/2019,SPY,300.15564
11/22/2019,SPY,300.82312
11/25/2019,SPY,303.154602
11/26/2019,SPY,303.841461
11/27/2019,SPY,305.195831
11/29/2019,SPY,304.063965
12/2/2019,SPY,301.480988
12/3/2019,SPY,299.459137
12/4/2019,SPY,301.306854
12/5/2019,SPY,301.848602
12/6/2019,SPY,304.605682
12/9/2019,SPY,303.64801
12/10/2019,SPY,303.309326
12/11/2019,SPY,304.17038
12/12/2019,SPY,306.791992
12/13/2019,SPY,306.9758
12/16/2019,SPY,309.084747
12/17/2019,SPY,309.152496
12/18/2019,SPY,309.171875
12/19/2019,SPY,310.439087
12/20/2019,SPY,311.80014
12/23/2019,SPY,312.27655
12/24/2019,SPY,312.286224
12/26/2019,SPY,313.948547
12/27/2019,SPY,313.870819
12/30/2019,SPY,312.140381
12/31/2019,SPY,312.898682
1/2/2020,SPY,315.82486
1/3/2020,SPY,313.43335
1/6/2020,SPY,314.62912
1/7/2020,SPY,313.744415
1/8/2020,SPY,315.416595
1/9/2020,SPY,317.555298
1/10/2020,SPY,316.641479
1/13/2020,SPY,318.819122
1/14/2020,SPY,318.333069
1/15/2020,SPY,319.052429
1/16/2020,SPY,321.706421
1/17/2020,SPY,322.707764
1/21/2020,SPY,322.075867
1/22/2020,SPY,322.114746
1/23/2020,SPY,322.484131
1/24/2020,SPY,319.616272
1/27/2020,SPY,314.493011
1/28/2020,SPY,317.788635
1/29/2020,SPY,317.526154
1/30/2020,SPY,318.556641
1/31/2020,SPY,312.772308
2/3/2020,SPY,315.095764
2/4/2020,SPY,319.898254
2/5/2020,SPY,323.592407
2/6/2020,SPY,324.681244
2/7/2020,SPY,322.950775
2/10/2020,SPY,325.361725
2/11/2020,SPY,325.925568
2/12/2020,SPY,328.025452
2/13/2020,SPY,327.675476
2/14/2020,SPY,328.20047
2/18/2020,SPY,327.354675
2/19/2020,SPY,328.9198
2/20/2020,SPY,327.568542
2/21/2020,SPY,324.19516
2/24/2020,SPY,313.443085
2/25/2020,SPY,303.945099
2/26/2020,SPY,302.827148
2/27/2020,SPY,289.226624
2/28/2020,SPY,288.011475
3/2/2020,SPY,300.484222
3/3/2020,SPY,291.880585
3/4/2020,SPY,304.149261
3/5/2020,SPY,294.038788
3/6/2020,SPY,289.17804
3/9/2020,SPY,266.594788
3/10/2020,SPY,280.38974
3/11/2020,SPY,266.721222
3/12/2020,SPY,241.202057
3/13/2020,SPY,261.821533
